x	y	x	y	x	y	z
0.4519388912	0.4899379556	0.8055293093	0.8345545529	0.2295729371	0.3644584819	0.1431101109
0.3414102314	0.5778144631	0.7560898585	0.1902595489	0.7647815769	0.2806290866	0.7813158989
0.3521400351	0.7735615838	0.7643641628	0.3416027846	0.3508668233	0.7005972516	0.6918342845
0.1846980121	0.6585077726	0.6328764997	0.4639369668	0.6296813789	0.5525676278	0.5089035129
0.1282757589	0.0823094139	0.4659906078	0.7447685958	0.3790364930	0.8165237649	0.5207928423
0.1122163648	0.2210044868	0.2723061732	0.8669512252	0.5187514031	0.5554809830	0.6056291402
0.1462173200	0.5246384866	0.8993398188	0.8486819793	0.4825111061	0.9270799083	0.5860121295
0.7212230466	0.8785047718	0.8752446984	0.6027828801	0.2635557019	0.7541942086	0.5828371366
0.7321079970	0.1441256958	0.3657277489	0.2655780075	0.2956024813	0.9992810607	0.9224514623
0.5567154895	0.7468546379	0.8839884557	0.1104677347	0.0212756646	0.7864541992	1.1045294887
0.7327621966	0.1807910137	0.4292455315	0.0114145701	0.3803008588	0.8480699898	0.8355015613
0.3840545643	0.9134734410	0.9350474450	0.4112071177	0.6266189970	0.6526432760	0.7452317081
0.4721460893	0.8462780304	0.6921331231	0.3063129120	0.1806822439	0.3197334297	0.5551280726
0.8944893613	0.1151026585	0.9166852202	0.8159448324	0.8536028246	0.1908942041	1.0279956099
0.9341756442	0.3864971291	0.4040525741	0.0344145887	0.9964912546	0.3720965596	0.9090944567
0.9857886510	0.0634543760	0.6036690222	0.7444572480	0.8232618495	0.8105870208	0.9331036870
0.6405494802	0.1775306154	0.3875728954	0.5077687180	0.9600730187	0.8775907942	0.4854243734
0.1980206679	0.3916920224	0.7346066785	0.5780215789	0.0800821720	0.5841394748	0.5622288248
0.8185803295	0.6525323970	0.2824933818	0.9272612603	0.1944555916	0.3619375944	0.6865477072
0.2218184577	0.3694832980	0.4555798343	0.7752397068	0.9619731855	0.1034429641	0.9279339849
0.8160319985	0.6494482433	0.2621023985	0.5626538092	0.5492943042	0.5439190196	0.3436716334
0.3639482819	0.2711858137	0.6103768952	0.3530808711	0.6752053037	0.8270583884	0.3128345870
0.2620600528	0.4938215656	0.1973517102	0.9095676433	0.4691185691	0.3711611936	0.7553546066
0.6337712012	0.7569639881	0.0123280135	0.1690838288	0.4796334323	0.9270720317	0.4898470665
0.1353336979	0.7185757358	0.6570686464	0.6447422190	0.4322150214	0.8367419581	0.7099051049
0.2507558162	0.0936993833	0.5306275752	0.7405236620	0.6075155591	0.3477990670	0.3690199814
0.4653473061	0.8363411383	0.7545241803	0.2697316790	0.9197552718	0.0300210028	1.0790214374
0.1211348084	0.2842231285	0.6210535468	0.6975894214	0.1967999446	0.0252229534	0.2487854582
0.8444950308	0.1747773788	0.4884884610	0.9567330344	0.5888416432	0.4341365973	0.8316900655
0.5758395104	0.7810067363	0.7047057918	0.4410424829	0.4422526322	0.6659210757	0.4020441564
0.1291060022	0.8833727545	0.8122047393	0.4614300889	0.8469944578	0.3398494597	0.9742470108
0.4857516817	0.5179346843	0.6470855994	0.9668299503	0.2188756598	0.4874218439	0.4187949959
0.5624917704	0.8075546403	0.0173985000	0.9633719891	0.1271509245	0.6817911175	1.1236313435
0.4370370787	0.7727344366	0.2620194938	0.3591296834	0.5356199668	0.4293649321	0.3652577684
0.1878556701	0.8942670033	0.5732914807	0.7321185197	0.4327793964	0.0015893389	0.8427145814
0.0511661938	0.4982270995	0.2207033943	0.1843673758	0.8206905261	0.5005363891	0.5510738890
0.2723834433	0.4974234405	0.3584637791	0.9958063853	0.6531807206	0.0678051528	0.8941549941
0.2288477405	0.8249571661	0.7864000903	0.7442485968	0.8139955592	0.5265066213	0.6631538925
0.9666883634	0.8806602508	0.5587287047	0.5590408924	0.4184640058	0.9823989639	0.5704590875
0.9410417355	0.3155656901	0.4072716912	0.3091890178	0.9259687543	0.0337364759	1.0940379028
0.3574132525	0.5995667035	0.3152180155	0.8918666470	0.5826401426	0.8890964813	0.6964750000
0.9305162913	0.6173854462	0.3288403788	0.3337949710	0.2609602626	0.0885503665	0.3574921628
0.5132309107	0.2324187800	0.7283226879	0.0634667561	0.5623902834	0.6784970263	0.7310059087
0.5407311886	0.2933506767	0.8416787873	0.2900429501	0.4994098810	0.1116127756	0.7182519123
0.4261306139	0.5988443691	0.2504805660	0.0504091585	0.4312854950	0.0331725103	0.4778624885
0.6029609525	0.6029867233	0.1737769087	0.0925443721	0.5581752240	0.5667805729	0.0816870718
0.7242236404	0.2442794280	0.8317153239	0.1269381955	0.5645220053	0.0808093673	0.9803240096
0.5089485133	0.7837677561	0.6217077093	0.8329647389	0.8837540919	0.6376608050	0.4251082858
0.6210522203	0.1192684617	0.9135137116	0.4365575680	0.5825110428	0.8981043946	0.7608372145
0.3247443199	0.4291956055	0.5140443527	0.7132873372	0.8360619810	0.6265632810	0.3074045271
0.9062137301	0.1462015366	0.5933607557	0.1502947529	0.2356449952	0.2996756357	0.8820577872
0.9016230803	0.9778375829	0.5717125189	0.3702344059	0.8536938818	0.9849210248	0.2522352939
0.9466876508	0.8215925431	0.1767126389	0.8623825114	0.0550464367	0.3640872932	0.7624291514
0.0859580038	0.7100919254	0.3533439447	0.5970427629	0.8329930006	0.4797420078	0.7574420968
0.6720182275	0.0438331731	0.8180023765	0.9956989747	0.6680083889	0.0016141683	0.9328846664
0.1725955378	0.2744618429	0.4865444140	0.1431112700	0.8791200653	0.3445243485	0.6435181808
0.9097921977	0.5154806033	0.2723887112	0.3095315301	0.1553239839	0.3648968978	0.4480870772
0.8986916669	0.3512130490	0.7925812144	0.6611927772	0.9380020808	0.5942373414	0.6596741275
0.5389002993	0.4406343583	0.8472254484	0.7508965981	0.6338390518	0.6000122179	0.1417028485
0.8627312713	0.1003291912	0.4437516066	0.6092427548	0.7009980242	0.1119978245	0.9775302998
0.3147372935	0.3632038952	0.6493005950	0.8987020564	0.8229617244	0.1221994137	0.7453978244
0.1759576339	0.6976182011	0.4261433476	0.2668987346	0.3023540669	0.0237110784	0.6124789867
0.3112623777	0.8884045683	0.5192426424	0.0184259990	0.7936055486	0.5248716093	0.8100174990
0.1378027677	0.7022158544	0.8565735109	0.1441664108	0.6127671153	0.7833828722	0.9247679413
0.2572069483	0.9177148217	0.0087701990	0.2355767821	0.4110907548	0.2642057181	0.7136435322
0.4583054135	0.6430327521	0.3815125999	0.0904299322	0.1347961330	0.0877087255	0.3479519119
0.0796350625	0.8930142483	0.8809872472	0.6827584741	0.2193523941	0.0602963822	0.8521614643
0.2272848573	0.4333727441	0.0441631025	0.1040666064	0.4746807554	0.5649405216	0.2328249820
0.6955390405	0.8551144544	0.6929286740	0.4819041421	0.5347420383	0.9133305282	0.4618710972
0.9846914070	0.6453856008	0.7672990679	0.8241613676	0.9629377944	0.9007564092	0.3496116072
0.0264094972	0.5337409064	0.6927056404	0.9112025014	0.5827651508	0.3876003755	0.5858458215
0.0410927399	0.6347070577	0.9728869470	0.7352713026	0.5268237203	0.4935764597	0.6402691099
0.3962783815	0.7814844528	0.2349459914	0.4624388438	0.0043873039	0.6717921928	0.8034712198
0.9810279050	0.8026292353	0.2972974922	0.1707762303	0.5785340038	0.6502059581	0.2301533925
0.9477311161	0.9843867739	0.4973183822	0.6714339771	0.2492170309	0.6172518915	0.4087903329
0.8087816309	0.9731136382	0.8837947255	0.4437617064	0.7404601706	0.9455914626	0.5125552784
0.9371085514	0.0167863375	0.8148299767	0.4524693402	0.0862465622	0.8439485429	1.2459576638
0.3854397386	0.5228756038	0.5357534223	0.1937030384	0.5616483682	0.1439716560	0.5570825056
0.7653662504	0.3335803975	0.9102014006	0.4855131357	0.6366148147	0.8730032094	0.6501373842
0.9587537592	0.9746334977	0.7427608254	0.7174013124	0.5358600669	0.3845415466	0.1542483892
0.9896840796	0.2562639352	0.3815567698	0.5712930532	0.6806767533	0.9455093698	0.8025218255
0.4655605393	0.5661646285	0.2887828177	0.7174132457	0.5593033226	0.0316286064	0.6872305528
0.4311587552	0.0555509201	0.9107459055	0.7627390593	0.0907268165	0.6698800437	0.7059785641
0.3987693595	0.3769746129	0.6984683238	0.4445095337	0.9914511085	0.8978445741	0.2715368508
0.7830357413	0.9426098301	0.9688743851	0.2746246376	0.3610707439	0.9018530596	0.8943668792
0.8707870036	0.8211729125	0.3257877023	0.4288866699	0.3028390196	0.3987691135	0.1493102076
0.4295580427	0.1206035299	0.4959856545	0.2263971370	0.7475131757	0.4285980551	0.5194590590
0.8851348302	0.6553443965	0.2102123029	0.3938022974	0.3953915639	0.8176930824	0.5146333667
0.5568028379	0.5904839634	0.6284722871	0.0283706870	0.1682417114	0.0744888822	0.6083140157
0.5411310749	0.6828090967	0.8870741711	0.4129157711	0.1240118535	0.0566030850	0.4994424814
0.8226398980	0.1060015092	0.9197835052	0.1565464525	0.9556575273	0.6088287876	1.1029014251
0.0508743119	0.3171142836	0.6939617648	0.0357260443	0.1748737102	0.6536007534	0.8563513112
0.6744278425	0.9562061978	0.2705285451	0.5362410826	0.5053958062	0.8613840195	0.5260511402
0.7512704932	0.4428110612	0.8817538190	0.5797439584	0.0244127657	0.7654607818	0.8576184112
0.5261407262	0.2226514782	0.3152460570	0.1006667499	0.6060019425	0.3338059247	0.4606958593
0.2607438163	0.8540882955	0.5191550987	0.5853695630	0.6233459375	0.6219216037	0.5970293586
0.7730811522	0.6759106659	0.8586866933	0.2929185814	0.1482508988	0.1931787015	0.5758074047
0.0895692084	0.3992730233	0.8428298005	0.6908309166	0.7817109521	0.7839471613	0.3450001657
0.2828596459	0.5438800441	0.2646110543	0.7058818991	0.8566867832	0.4849566897	0.6332731395
0.2220110183	0.2624869409	0.6706763688	0.6598993149	0.5094108685	0.3886619647	0.1278074448
0.6568273300	0.7229393534	0.5312822603	0.5471401899	0.9072673576	0.3337917026	0.5774916454
0.5764001736	0.7858524190	0.8248823182	0.3523391765	0.7032103754	0.9267773465	0.5631602386
0.1942172306	0.1666625549	0.5566899250	0.5047811226	0.4049251939	0.0239577517	0.3854737033
0.4140994066	0.1851231988	0.7718366743	0.7706315045	0.6263553607	0.3557791764	0.3544616025
0.5645360959	0.6423416731	0.8346725817	0.6870258221	0.6227463171	0.7385083052	0.2031110813
0.7503951235	0.4085807033	0.5294642763	0.7088005795	0.2196667488	0.3595379849	0.4105637224
0.1679348477	0.3316831894	0.8055976821	0.0003180927	0.3802250255	0.4580715601	0.8254385618
0.5901631131	0.5647503581	0.4811492488	0.5650379498	0.5529636238	0.3488947501	0.2220973378
0.8709518704	0.9383870408	0.2784121330	0.3656584804	0.8444005819	0.1300331812	0.7228279259
0.0857047865	0.0763152991	0.2688352603	0.3554124433	0.0773338557	0.1792222609	0.1340336458
0.7547952339	0.7810087368	0.5570771773	0.0661860247	0.5824758252	0.1675811291	0.6432720111
0.9089606709	0.4944796265	0.5217378242	0.8865918483	0.8271684918	0.1645693342	0.8625257322
0.6666476823	0.3407254836	0.3111377430	0.8752097675	0.2352877429	0.5013323496	0.7036918794
0.7398205207	0.9945828459	0.9170246583	0.9271136927	0.3780059612	0.2718789502	0.2761676545
0.4965107167	0.3539558577	0.9688155492	0.0956567034	0.5275900370	0.5636690933	0.8854546607
0.4426104275	0.5252388309	0.8357851284	0.0715852303	0.9441785979	0.4386431361	0.9199973045
0.9521669191	0.9456889778	0.0641349103	0.3940204845	0.4728996083	0.7998280283	0.4644875107
0.6606027152	0.5627201313	0.7506678344	0.4946312126	0.0370634147	0.3038942406	0.3825368499
0.1528423005	0.9651567494	0.7703412271	0.5541502675	0.4536726647	0.1480911694	0.8944122904
0.0033507587	0.2163338166	0.9975117861	0.9141224918	0.7340872472	0.5893455483	0.2706764060
0.6856203420	0.1919181014	0.0781827717	0.1157009016	0.6689227453	0.8574207529	0.5297933667
0.3801740850	0.1222406183	0.7626202294	0.2540496851	0.0881065122	0.7667896863	0.8864448784
0.0289695107	0.0223714088	0.6336592665	0.1045118147	0.2465070103	0.4112735836	0.5542459602
0.6726539335	0.0437473188	0.2859319761	0.9204643854	0.0150860169	0.9168819738	1.2694057099
0.2612382239	0.6858401038	0.1890325025	0.4736971775	0.7779797633	0.3358758587	0.6758524958
0.3861447633	0.1515617634	0.7075443282	0.3770958216	0.5286095933	0.8987724886	0.5488587874
0.7660243161	0.5685515661	0.7406941706	0.2016444541	0.5757865892	0.9107035477	0.6646348268
0.1310830620	0.8911132349	0.2816583674	0.8207773067	0.2651367436	0.3209433822	0.9334931576
0.4355076030	0.6339471299	0.9605020067	0.7596264895	0.9623533365	0.3567901647	0.6681586446
0.9724242825	0.6695601252	0.5404126707	0.4336939470	0.5977757998	0.4984869727	0.3361158356
0.2966781821	0.7230984763	0.5606144929	0.5421454173	0.9265342113	0.0703250425	0.9566971908
0.5998679237	0.3491721996	0.3203207848	0.2870715624	0.5231270235	0.3178987771	0.3256877185
0.2741115617	0.0038522149	0.0921123503	0.3450089780	0.4494719142	0.0612246777	0.5364072478
0.1213984962	0.1008274863	0.0683669340	0.8788590956	0.9846440760	0.9406467190	0.8119461053
0.7903907535	0.4060664023	0.7717123139	0.4811218259	0.1196069160	0.4140070571	0.5646410202
0.4524309277	0.3360302706	0.8500759085	0.9513478449	0.0454788243	0.4557484349	0.4383221093
0.5948620580	0.9269726098	0.3163697238	0.7861561352	0.4993023575	0.3729138473	0.5890422281
0.3226621246	0.1126591415	0.0262946224	0.4189314807	0.7294769069	0.7364989294	0.4453248973
0.2158582668	0.4325216158	0.8021175485	0.9255726118	0.9240382043	0.9555732095	0.2513535677
0.1039093345	0.0723959590	0.6338005796	0.4466635389	0.8750772368	0.6627027176	0.2848092366
0.7648496640	0.5042804795	0.1183062625	0.8014521798	0.6271334647	0.8362266452	0.7604634129
0.0866566754	0.2507754472	0.7717762409	0.3609233690	0.9277860974	0.0450275921	0.9874196840
0.4388646473	0.0187030735	0.9136903246	0.7847398500	0.5106462668	0.9087768226	0.5930193188
0.9289127633	0.5086272902	0.7154594769	0.3175066305	0.4592402014	0.9781633682	0.7773593763
0.0711301196	0.0042402083	0.1537580606	0.8257056942	0.1129236773	0.1319716569	0.6755373477
0.6390373576	0.1977046834	0.1430998178	0.9240594264	0.4171459935	0.3921981703	0.8973822114
0.1363178971	0.8352502565	0.8026825973	0.9834375145	0.2559724414	0.9132222158	0.9762971111
0.0117537727	0.8343758132	0.7410733060	0.3460824190	0.4052463176	0.9207532974	1.0480802776
0.6696406842	0.6225635825	0.5670345971	0.9910848736	0.1410333965	0.3492360007	0.4747454212
0.1179308567	0.3057816122	0.1807593036	0.2285492884	0.6665816465	0.2417358120	0.4669751301
0.0388310849	0.6656741519	0.1004722419	0.8330734581	0.6115823695	0.8509750542	0.9934513727
0.2616810828	0.2779399744	0.6365616503	0.1473272019	0.0830627941	0.8456872093	0.9062067621
0.9289095810	0.4287064254	0.6583353242	0.3658716037	0.0608975159	0.6873718708	0.8533512419
0.9647745359	0.6801231174	0.8655916975	0.5102875665	0.9598661213	0.1571463131	0.9228361426
0.5389563969	0.2790971564	0.7366322439	0.5844784647	0.5651654557	0.7199969528	0.3386006347
0.5671111559	0.5893420913	0.8046141740	0.8690991102	0.6881854590	0.0965351633	0.5955691344
0.1004769984	0.6786792720	0.2487824345	0.0719689895	0.1563124831	0.3655794097	0.6398230303
0.3342097329	0.3021137417	0.8075353820	0.0055839022	0.3341687715	0.4356677950	0.8089860199
0.8342803339	0.4340004475	0.2082364993	0.2237919788	0.4916672369	0.1282402610	0.5408744098
0.8516809143	0.0436736131	0.4137555276	0.2058599525	0.4630209843	0.4819002269	0.8345374736
0.6673224582	0.6306356095	0.6987304130	0.6521298096	0.8443139236	0.1303516787	0.7164214042
0.9843558032	0.5255287123	0.7760057620	0.4315067689	0.2891951336	0.7645749817	0.7451092911
0.6944290902	0.8478016588	0.6402550603	0.7188090310	0.6946566726	0.4458222472	0.3026754737
0.5250630044	0.3905143508	0.2903632945	0.2123220934	0.3791351407	0.1463565402	0.2799636514
0.7138487766	0.2478815733	0.0320061996	0.5754968923	0.0970697552	0.5883732946	0.8682665118
0.1251910477	0.0201857133	0.6647018990	0.0434408287	0.9850977724	0.4545415801	0.8236997698
0.2603491911	0.4419834225	0.0200898755	0.8817966148	0.1640591731	0.2667939066	0.8866137400
0.5477076858	0.7663804294	0.9417706115	0.4261172427	0.7062455467	0.9106553086	0.5962378019
0.8775556744	0.6268933994	0.5302330791	0.9836989295	0.8439584574	0.5173762193	0.6124694374
0.5587097700	0.7206931848	0.7183532359	0.5348714785	0.9432283956	0.2646038957	0.7214120833
0.1884152135	0.9478658022	0.6124665622	0.3722680681	0.8973827387	0.3065603390	0.9917316277
0.0798149526	0.5406675181	0.6792981068	0.7413629941	0.3055628729	0.8120346873	0.6875687865
0.3048536216	0.2151636842	0.5217386936	0.3365466833	0.7872064164	0.2489066679	0.5762872416
0.6460739884	0.5371571387	0.6298264671	0.2763674634	0.8467244950	0.8236484602	0.3705788052
0.0410120887	0.1646008513	0.3970315284	0.4496791152	0.7418967364	0.3963489535	0.3707414475
0.2037224872	0.1020946327	0.7888061555	0.4933310007	0.7978317838	0.2584079132	0.6233874398
0.6597595893	0.8480821236	0.7797182807	0.7189839791	0.2451214165	0.8160398016	0.6042365719
0.1998776905	0.7134337261	0.2554781608	0.2521591777	0.5277477859	0.6019298341	0.5188967081
0.1517014275	0.6240253833	0.1613543208	0.0330359942	0.6465005815	0.5639827585	0.4963513909
0.3976060468	0.2465693793	0.2398405918	0.3335209890	0.0141944672	0.7854528883	0.7914718212
0.7567454818	0.6987594662	0.8899540595	0.7589528788	0.2366159935	0.0669908312	0.2220278880
0.1327850277	0.4164871533	0.8679481031	0.5314729984	0.6082528127	0.7432393374	0.4603517720
0.9500957468	0.6821373606	0.1149737771	0.8439680165	0.6566968940	0.0393349344	0.9921542657
0.9718694152	0.4364109028	0.2893431270	0.3022563274	0.3821503045	0.2519719663	0.5512068296
0.0990248459	0.2170742917	0.9875495015	0.9970237880	0.3935109050	0.5670736758	0.2101177507
0.6311653236	0.8653589168	0.8096577649	0.5002636627	0.0280230959	0.7253586783	0.7980277339
0.2762835827	0.7179104874	0.6233723749	0.7464310630	0.5308186583	0.2500274577	0.5376071632
0.8132345722	0.8169177798	0.6594804263	0.9545991431	0.0128578656	0.4733450223	0.5469525067
0.3069857807	0.6248938854	0.4950649134	0.7124132072	0.4966425313	0.4161650088	0.3934240403
0.6696703805	0.8147646854	0.3206914149	0.2887940812	0.9000044483	0.0026920196	0.9095270155
0.1028318861	0.8913215580	0.6721166772	0.2916988627	0.1920247890	0.7203107629	1.0225065997
0.8336324868	0.8812844626	0.9334593461	0.2004224848	0.2935257904	0.2717341004	0.7349072245
0.0385993514	0.2791066843	0.8326623991	0.2300042690	0.1575540146	0.6612518463	0.8214329580
0.0457775936	0.2007091805	0.6828626148	0.2832674140	0.9292760886	0.0145755112	1.0101273521
0.1161543207	0.5182064934	0.6004070069	0.7068178378	0.2686642980	0.4633809641	0.4592208560
