x	y	z	x	y	z	d
0.79327086	0.104432252	0.682969473	0.650927645	0.311012714	0.555823211	0.281253001
0.924446929	0.727782001	0.263435853	0.260901501	0.172109668	0.456739914	0.886809301
0.743825181	0.339871706	0.836952282	0.065809967	0.437194346	0.204921603	0.932008104
0.261945802	0.97602029	0.402064968	0.157507244	0.572542804	0.871333839	0.627626296
0.911468432	0.514911905	0.947531965	0.315622591	0.692111277	0.407308832	0.823573261
0.276104438	0.495316595	0.042047746	0.727962712	0.333504531	0.122313873	0.486622744
0.509091255	0.859292988	0.290122696	0.394588084	0.734485267	0.459318537	0.239405881
0.286004192	0.666708425	0.66831544	0.295201615	0.437759363	0.906187345	0.330280652
0.383057795	0.78971205	0.22389642	0.768149342	0.981979012	0.968627566	0.860166591
0.631233316	0.146661271	0.712760911	0.160479192	0.349664022	0.672152753	0.514265093
0.345439848	0.82373089	0.31627233	0.131182692	0.612368869	0.695745392	0.484334428
0.672114472	0.766089381	0.062306247	0.211706791	0.405948701	0.005120778	0.58732165
0.994459089	0.014136137	0.091885814	0.821490146	0.063457922	0.858688937	0.78761534
0.351158897	0.489985434	0.086022197	0.105117225	0.766872558	0.081891619	0.370432242
0.033431933	0.029374706	0.946168589	0.980264571	0.631598751	0.983369216	1.12274206
0.343596989	0.692895258	0.583089088	0.41353969	0.683893925	0.095842048	0.492323759
0.403418849	0.227750521	0.695001857	0.619537335	0.424531109	0.163316334	0.606728354
0.058677268	0.371487733	0.846517788	0.539361781	0.950694594	0.561423144	0.804870887
0.003337578	0.157110489	0.155061012	0.00030655	0.595785205	0.936207604	0.895898818
0.324061322	0.727069657	0.365412269	0.806256414	0.049621067	0.498459711	0.842110635
0.015754442	0.713168079	0.664447561	0.159831426	0.980194209	0.560257099	0.320806458
0.517093412	0.181973357	0.236790914	0.790709254	0.13434623	0.181014945	0.283275362
0.963230547	0.939430095	0.172416436	0.085765732	0.264699999	0.21431264	1.107682489
0.84707135	0.411715559	0.223456183	0.681423942	0.906836926	0.748725185	0.740602293
0.036650733	0.232729075	0.009394702	0.478247034	0.227282875	0.333376646	0.547723703
0.435544625	0.492213179	0.880053758	0.874021393	0.909383812	0.990815111	0.615273347
0.144587994	0.440441351	0.836619151	0.538276931	0.028934346	0.28326037	0.794062299
0.289756898	0.015363661	0.337896146	0.700294369	0.824910371	0.551694758	0.932532432
0.016727616	0.347858731	0.143994916	0.830884261	0.101994761	0.692817481	1.012179007
0.103088008	0.601468586	0.333614865	0.947042093	0.513223252	0.002368239	0.910917155
0.02839846	0.194204478	0.590888213	0.747658053	0.71060282	0.329242729	0.923287588
0.263135098	0.470689644	0.802018893	0.887731076	0.257231485	0.948910239	0.676211201
0.165525332	0.491535186	0.433306101	0.69832406	0.718025874	0.914003374	0.752490787
0.824726809	0.812189841	0.272118609	0.077188464	0.796661297	0.103900242	0.766389022
0.083199502	0.501771833	0.575062823	0.43159236	0.871634417	0.547799551	0.508841036
0.073801825	0.989734651	0.738994445	0.017848377	0.365702852	0.095750873	0.897946974
0.898532416	0.995507648	0.386911273	0.279775822	0.892179388	0.533171395	0.64414942
0.745016169	0.339270605	0.527431063	0.966209041	0.978072032	0.054107044	0.825244919
0.844434969	0.338826015	0.450893312	0.63770318	0.68129864	0.037873719	0.574987579
0.084892258	0.190864353	0.67544303	0.529949535	0.060482489	0.678432731	0.463771872
0.048597586	0.920987638	0.296592503	0.210372365	0.269178535	0.740185812	0.804860988
0.00645711	0.680040874	0.807361347	0.981825891	0.854207611	0.463157124	1.048882672
0.689835649	0.071955221	0.674673198	0.544002992	0.552915922	0.711451808	0.503927599
0.421155954	0.300951362	0.605192417	0.844260645	0.439002106	0.393200686	0.492966613
0.822851594	0.678188633	0.187943425	0.186366382	0.998244787	0.35658231	0.732112314
0.378391325	0.589638845	0.478405	0.675537217	0.470778826	0.831070573	0.476231448
0.232631164	0.816207251	0.045139101	0.187330488	0.155903906	0.813615016	1.014203082
0.422662692	0.571224438	0.377250722	0.977788346	0.221043634	0.223493176	0.674116065
0.774924099	0.723271913	0.905935086	0.72809067	0.101606709	0.967741918	0.626483104
0.29745869	0.685997829	0.461393998	0.614288022	0.078630373	0.151884054	0.751713015
0.098131382	0.705726781	0.099547361	0.5818742	0.950123434	0.694839772	0.805052727
0.026781084	0.373288898	0.103550808	0.40179173	0.580498245	0.769023271	0.791468444
0.16455288	0.93354973	0.725908549	0.316565944	0.710326759	0.843714988	0.294643553
0.775134608	0.596619111	0.059685231	0.045634103	0.90197419	0.10797335	0.792303259
0.594221633	0.0187243	0.901021078	0.004260196	0.875810997	0.023217746	1.361319505
0.712123438	0.105492751	0.576793267	0.019066116	0.301787963	0.13333453	0.845881737
0.922764052	0.660321401	0.091263139	0.892777939	0.388915122	0.060668708	0.274766364
0.115409216	0.862787188	0.989836109	0.427625792	0.658142916	0.064430998	0.997864262
0.375699472	0.994882119	0.755656101	0.436760431	0.531872152	0.022079538	0.869621322
0.347075991	0.108857348	0.183411826	0.66369513	0.479459033	0.339886806	0.511935257
0.669333284	0.663729619	0.160907397	0.846857003	0.533808436	0.851713401	0.724987668
0.71083441	0.679878742	0.371209058	0.197373356	0.955148221	0.333947676	0.583784165
0.259192876	0.592090727	0.085827885	0.447816562	0.49022812	0.624740755	0.579984455
0.634355774	0.066802559	0.612662664	0.050520461	0.192651422	0.217816606	0.715964398
0.912279976	0.591662702	0.359912586	0.223031599	0.701103433	0.820785771	0.836328101
0.015548053	0.16216987	0.298164756	0.18134579	0.369805754	0.378525545	0.277595761
0.724743794	0.957869618	0.50738046	0.620650844	0.211741182	0.289332001	0.784275536
0.56787437	0.14163267	0.304155373	0.304712687	0.747856747	0.984784352	0.948692527
0.379698743	0.985633223	0.699691151	0.211850827	0.105184844	0.233550471	1.010271945
0.589675868	0.248318162	0.796917314	0.150395767	0.68647222	0.319133344	0.783085887
0.536974937	0.734412743	0.429787863	0.877206756	0.555226148	0.456029634	0.38542724
0.145640647	0.556040254	0.033275494	0.977212673	0.972384372	0.102315031	0.932534673
0.450800851	0.085990916	0.92436364	0.773070429	0.551887623	0.193233496	0.924915516
0.496500275	0.867097236	0.433776686	0.386050148	0.885294958	0.153538935	0.301767435
0.36370137	0.847993089	0.184070098	0.772087264	0.565041746	0.166942158	0.497125606
0.767443882	0.200876867	0.202082697	0.399275753	0.519980937	0.144131027	0.490646079
0.55188749	0.440272833	0.722552025	0.588038982	0.928368846	0.583475437	0.508809341
0.121835993	0.060366912	0.532527203	0.07768927	0.979938946	0.730676906	0.941713845
0.975853514	0.635998837	0.437236021	0.962076685	0.83684498	0.437902362	0.201319194
0.302392115	0.519479656	0.227765386	0.975460161	0.625815107	0.126103436	0.68895789
0.738087284	0.082553596	0.075989451	0.315725206	0.039920612	0.011240982	0.429417816
0.959500466	0.496821178	0.778746762	0.684045832	0.937094826	0.722855568	0.522340852
0.468313735	0.084218029	0.427880357	0.446684497	0.948405259	0.651793037	0.892986159
0.402199484	0.041341109	0.688296936	0.799167808	0.626054857	0.762165237	0.710584649
0.836729826	0.170824739	0.908286834	0.718288492	0.532933741	0.030959464	0.956480316
0.372766862	0.132200995	0.509254336	0.344821263	0.965572118	0.676854115	0.850516355
0.087535363	0.166008687	0.194853811	0.682532576	0.015534425	0.031099534	0.63520048
0.067800295	0.390546589	0.322159351	0.603373708	0.868026198	0.291787272	0.718156055
0.274937597	0.28659243	0.778138697	0.772667377	0.358085348	0.685753195	0.511254587
0.577922332	0.402594336	0.121241914	0.543913752	0.934904556	0.585348295	0.707039947
0.550135284	0.464349081	0.711841263	0.396081576	0.659877673	0.226819538	0.545169744
0.735758862	0.442660902	0.625397108	0.686790692	0.085338144	0.597232407	0.361760537
0.145179118	0.751645017	0.275620249	0.000857176	0.568849292	0.644753494	0.436465867
0.68801743	0.138677678	0.331720069	0.234556033	0.818474465	0.624247311	0.867941874
0.299021134	0.933330219	0.044410349	0.428874662	0.605193429	0.081443435	0.354833963
0.566396509	0.617169005	0.776806941	0.46305349	0.098019511	0.654709432	0.543234552
0.452720804	0.169178262	0.501402576	0.694814338	0.382331675	0.805194878	0.443095272
0.883168181	0.448720424	0.210206716	0.637101185	0.776549488	0.622260477	0.581213527
0.7669239	0.912110519	0.537795908	0.101371767	0.454397625	0.216655276	0.869247974
0.188332497	0.508478691	0.052962934	0.89909971	0.996910347	0.796278906	1.138540358
0.236310603	0.731717389	0.981161416	0.704283784	0.557825082	0.148876449	0.970533719
0.104192112	0.604419811	0.869872293	0.104076034	0.082904603	0.723147578	0.541762187
0.080185026	0.831893009	0.495776052	0.371291729	0.560031885	0.518168159	0.398939833
0.486627358	0.58064448	0.414674042	0.105120948	0.870801205	0.089593887	0.579150389
0.051984336	0.934124358	0.476582151	0.540315759	0.929120501	0.534666041	0.491799101
0.390757704	0.261283649	0.37064031	0.187547563	0.159869507	0.373001873	0.227122801
0.672789678	0.180964615	0.077925631	0.844177185	0.416586036	0.212007594	0.320732138
0.256134738	0.209403761	0.346418738	0.034373762	0.541116787	0.952652593	0.725762322
0.660448409	0.553829241	0.419299663	0.956158109	0.402528976	0.071383356	0.481021572
0.442443515	0.050851891	0.281982231	0.143992349	0.646782312	0.137187793	0.682034893
0.916727438	0.835004603	0.781136366	0.342054747	0.144701981	0.348239148	0.997078941
0.042317523	0.083597821	0.719636539	0.174030389	0.349234451	0.89348889	0.343708799
0.189702166	0.798799883	0.866991355	0.91263436	0.205764847	0.279289285	1.104407186
0.274454829	0.800511094	0.937278674	0.635079388	0.834827161	0.477419402	0.585404317
0.593182137	0.121278289	0.681996997	0.135891587	0.046435269	0.439810062	0.522848579
0.002430292	0.747960229	0.900063546	0.178815372	0.865246373	0.299157728	0.637146402
0.429353204	0.824945237	0.364699353	0.651525677	0.795971941	0.218032282	0.267789637
0.752492253	0.880774743	0.523994564	0.30106744	0.54289219	0.104557325	0.70276353
0.941039354	0.648268739	0.574244843	0.211267903	0.006399344	0.047202467	1.105593215
0.053720546	0.065861505	0.852208608	0.009374234	0.722676495	0.191325821	0.932812191
0.911481485	0.443672294	0.122328797	0.639883133	0.60138288	0.688915501	0.647810764
0.009181586	0.873799642	0.380541904	0.715643293	0.276110188	0.764777438	1.001976932
0.011701394	0.113189266	0.024368411	0.700335633	0.999418197	0.887731921	1.415985657
0.061355751	0.165493033	0.427900907	0.527102624	0.794410992	0.057491521	0.865829696
0.13396994	0.40738668	0.5010713	0.349046604	0.241011932	0.116601517	0.470909272
0.68590551	0.238147101	0.767956904	0.818583046	0.836061878	0.005912352	0.977659097
0.371319026	0.095914543	0.582272209	0.673443023	0.094530552	0.762732016	0.351918409
0.414441932	0.465980397	0.344417014	0.453251428	0.812728874	0.486223684	0.376629546
0.965306094	0.488207141	0.064655869	0.389628823	0.978158935	0.549259498	0.897940843
0.607542722	0.182102863	0.766269712	0.100954687	0.976720826	0.683629736	0.945980184
0.71170994	0.233530818	0.496786347	0.617228751	0.814448947	0.774380298	0.650731104
0.68815539	0.218292677	0.973089968	0.301517382	0.002540942	0.362786015	0.753995143
0.650516328	0.713056322	0.865345972	0.68522966	0.407764962	0.065497135	0.856834868
0.153109642	0.35571897	0.401956235	0.952777078	0.897907604	0.547331923	0.977021296
0.20867529	0.841193432	0.13014788	0.37018586	0.025198452	0.445703256	0.889667728
0.268618437	0.736491239	0.916459782	0.839076805	0.558250357	0.102223725	1.010036098
0.498986457	0.74416292	0.363574722	0.257528544	0.501020494	0.074328738	0.44842324
0.004976597	0.350083665	0.72079547	0.858190598	0.700817489	0.589541196	0.931781107
0.717734774	0.572348565	0.00899652	0.165282639	0.248790787	0.990070691	1.171494569
0.122368115	0.959902369	0.303058847	0.766157005	0.023704591	0.263802132	1.136869167
0.933137396	0.675744797	0.084118172	0.557214963	0.685268857	0.793138573	0.802569818
0.283752825	0.162165115	0.881926732	0.318086777	0.807887076	0.144702536	0.980629995
0.312992428	0.09137126	0.027464167	0.300920257	0.277513335	0.517727643	0.524550174
0.341016903	0.318421771	0.37653827	0.143881154	0.377464335	0.897596203	0.560223078
0.905982951	0.334035399	0.165653704	0.946293573	0.181310252	0.318699365	0.21993838
0.315170974	0.293344562	0.830985133	0.5287208	0.806422002	0.152841921	0.876772607
0.645020047	0.820633432	0.885951458	0.505980542	0.160291822	0.516085185	0.769534979
0.693062252	0.957051151	0.425758196	0.238172165	0.028654597	0.634771196	1.054766129
0.903062365	0.86391855	0.365107281	0.195833998	0.93688953	0.30445234	0.713565519
0.665256532	0.028315807	0.018002735	0.606991589	0.439458991	0.165576167	0.44069427
0.241504135	0.48458832	0.624978834	0.444178549	0.40717334	0.078117333	0.588326014
0.666910752	0.667748574	0.200188873	0.873009018	0.539249473	0.624286013	0.488719652
0.558700912	0.854561167	0.917300266	0.396357408	0.60736553	0.559967934	0.463839942
0.957061613	0.663193338	0.847929342	0.839301652	0.061166071	0.609288661	0.658220033
0.895488092	0.91449415	0.035761227	0.912768975	0.050641237	0.007539075	0.864486537
0.404098434	0.520232822	0.307335702	0.605538085	0.509214405	0.76363121	0.498903727
0.357809268	0.239058779	0.057620306	0.309784796	0.945882983	0.826689478	1.045645349
0.970376195	0.998038475	0.476237505	0.407650318	0.715308358	0.109393745	0.728814844
0.95933302	0.740409025	0.388972332	0.698648761	0.6155917	0.489714053	0.306079307
0.917917644	0.715365313	0.42443427	0.175263107	0.460054225	0.866802382	0.901337373
0.492684943	0.548474356	0.697400994	0.102746194	0.137487127	0.980589053	0.633370513
0.569740908	0.779068917	0.87028788	0.039949178	0.883753058	0.625778331	0.592809385
0.523913099	0.874318005	0.290123722	0.529700708	0.579266797	0.094004567	0.354332378
0.03810855	0.598868362	0.344193658	0.573300229	0.599521986	0.904137602	0.774575872
0.310614187	0.42760606	0.591078911	0.070909599	0.166958338	0.525699907	0.360097124
0.930400438	0.422129901	0.196788311	0.519481618	0.090136813	0.720483896	0.743862052
0.63409743	0.003169459	0.027970032	0.269455394	0.212957075	0.618452003	0.725012839
0.576035699	0.15774908	0.062725198	0.652033082	0.830299106	0.86817817	1.052071114
0.207338632	0.598333902	0.957563155	0.826476396	0.576524549	0.698120885	0.671652819
0.246777278	0.082370097	0.008885905	0.484985048	0.568301787	0.462560366	0.706182034
0.086846916	0.536165444	0.265473254	0.556729646	0.031479767	0.277295117	0.689664534
0.391056768	0.118697902	0.466192945	0.20824099	0.932411334	0.876980556	0.929676083
0.368516069	0.427922667	0.099823211	0.19350448	0.883096863	0.628597415	0.719315483
0.704914999	0.120471942	0.255556022	0.600327225	0.375341218	0.41224854	0.316937684
0.115424585	0.978929064	0.036485781	0.804034054	0.668596419	0.150369156	0.763844732
0.392550045	0.637690676	0.246942875	0.899221177	0.969691854	0.08672641	0.626585775
0.179813877	0.6610847	0.902072853	0.214835052	0.718629132	0.028604135	0.876062467
0.842760372	0.655123733	0.335504506	0.783040414	0.205059083	0.739599145	0.607796956
0.425091194	0.262144322	0.738656388	0.622971204	0.852488236	0.680743797	0.625312965
0.137325432	0.874287691	0.610799486	0.669800624	0.521790409	0.452287867	0.65795904
0.895656166	0.339599502	0.944481202	0.2389129	0.566542234	0.15479747	1.051862689
0.404390226	0.851462324	0.765890286	0.506782068	0.303149173	0.029716023	0.923625436
0.826367574	0.729529096	0.217111502	0.06556817	0.466604353	0.891842934	1.050336926
0.077616646	0.712480964	0.309304205	0.112243441	0.844618698	0.943735938	0.648970738
0.292863941	0.252456882	0.38976954	0.862834985	0.812200156	0.520233105	0.809444418
0.2275498	0.751894041	0.896036799	0.018856481	0.513001143	0.973098118	0.326437077
0.928730593	0.876988652	0.167909624	0.781320452	0.089021798	0.806506221	1.024903472
0.261747524	0.143269455	0.17386253	0.83505095	0.652094931	0.055086196	0.775685503
0.083791502	0.098204107	0.83425623	0.230860352	0.728988516	0.843049724	0.64776195
0.183816611	0.940060878	0.679708562	0.519135619	0.611001574	0.894097854	0.516412268
0.295016115	0.131950844	0.200541788	0.93500449	0.938824596	0.755651052	1.169947292
0.941125836	0.784024991	0.680064314	0.547211197	0.046835444	0.914138673	0.86799077
0.604605079	0.551630413	0.724880965	0.100650497	0.133922262	0.005734346	0.972431067
0.20501035	0.955791906	0.223360427	0.498435663	0.611436543	0.917209756	0.82831511
0.217732484	0.781573468	0.328663745	0.535661486	0.340228262	0.424159835	0.552253515
0.161229071	0.297505304	0.387160425	0.66254939	0.039072043	0.938190321	0.788507297
0.078806032	0.883681191	0.068954478	0.837672596	0.944810129	0.630935864	0.94627601
0.568101627	0.857122231	0.252862225	0.019989607	0.012330175	0.672333573	1.090897161
0.675521694	0.391879877	0.35269691	0.318854086	0.343943203	0.618579655	0.447440881
0.856343116	0.501051768	0.55764417	0.21027482	0.60279024	0.545576037	0.654141116
0.681031215	0.665278206	0.900139307	0.945875697	0.998776445	0.399839795	0.657010865
0.992564551	0.70744821	0.183148614	0.020110609	0.556564898	0.324888555	0.994244765
0.708992123	0.58632202	0.125897946	0.521214493	0.166419069	0.794484525	0.811533696
0.101387312	0.760073141	0.04801729	0.515474167	0.765539171	0.99830117	1.036598888
0.531308663	0.713184212	0.364103424	0.412332472	0.45807874	0.007852347	0.454036305
0.96400023	0.158931004	0.037195118	0.579261056	0.630297658	0.867559034	1.02942459
0.87891054	0.679340237	0.886492297	0.176282196	0.960534909	0.466614221	0.865479424
0.519211753	0.526353732	0.428953814	0.109101886	0.271451752	0.742803645	0.575905234
0.169623568	0.98905354	0.097558902	0.064598317	0.703776525	0.816540726	0.780607547
0.378753038	0.05404858	0.447921775	0.048179038	0.266516913	0.721307544	0.478708409
0.079372852	0.778774056	0.228289463	0.153649273	0.379281321	0.100911094	0.425836449
0.583639297	0.026821126	0.921900226	0.219131156	0.874764315	0.153412054	1.201019528
0.947437943	0.518145	0.265489038	0.240246794	0.686642354	0.84988887	0.932756046
0.544972073	0.321175187	0.607008424	0.272142302	0.400443881	0.46268227	0.318668557
0.65438425	0.055641933	0.35456329	0.629932947	0.847002204	0.82866766	0.922834708
0.276158085	0.613778204	0.906794931	0.866536566	0.190412945	0.326496218	0.929801855
0.747509803	0.347627217	0.063640639	0.157984429	0.569614363	0.239255536	0.65395646
0.796187842	0.691706168	0.410232963	0.072552572	0.446744379	0.880019071	0.896857442
0.907483827	0.474652149	0.057922521	0.40030391	0.306183061	0.606158031	0.765620974
0.880703917	0.171314551	0.349135279	0.582638936	0.884211651	0.66692526	0.835497146
0.530128509	0.243645469	0.592009873	0.83667015	0.87839546	0.659346205	0.708102754
0.733734241	0.511452518	0.299958834	0.927327398	0.538530193	0.888170562	0.619842358
0.446175224	0.292408463	0.653508834	0.157968051	0.079341378	0.871095992	0.419291222
0.773052308	0.338843966	0.038381066	0.76343686	0.413708959	0.832922156	0.798118266
0.68175396	0.126769358	0.311788993	0.198233514	0.43250927	0.494466978	0.600533231
0.792532964	0.521213285	0.62358629	0.539456906	0.035621785	0.571815778	0.550024346
0.142996772	0.787119585	0.033203174	0.838618698	0.362737477	0.101426534	0.817706834
0.538035267	0.272482046	0.239279063	0.857879418	0.589292427	0.307079194	0.45526471
0.800548354	0.899556108	0.523725145	0.763412905	0.033067325	0.041320188	0.992419466
0.417486075	0.687142138	0.12317389	0.1188739	0.424961105	0.840127104	0.819713387
0.658694348	0.550962008	0.789488116	0.131204536	0.301420796	0.171023421	0.850302827
0.691622317	0.266630074	0.113230301	0.614309271	0.51308485	0.84404117	0.775114049
0.357271681	0.934013638	0.819788487	0.513724272	0.258901907	0.557548085	0.740961059
0.070903521	0.293988015	0.427829671	0.478898504	0.932443329	0.461766406	0.758443667
0.185463992	0.479525254	0.482892726	0.575480151	0.018580317	0.721644423	0.649295936
0.95566457	0.106114663	0.406860923	0.832790634	0.329761717	0.081536466	0.413463434
0.608375019	0.040560183	0.229216013	0.911219944	0.143566	0.908588311	0.750914087
