x	y	x	y	x	y	z
0.1075263914	0.1379279163	0.8142149632	0.2336279661	0.9350486754	0.1816876798	0.9516082722
0.8905101217	0.0984940682	0.4008606499	0.8609148813	0.8120765464	0.2902660368	1.0541468270
0.9677300504	0.3545576015	0.1960449536	0.4098710681	0.4845276942	0.7536980546	0.7029614087
0.1626787021	0.1845289397	0.6115800224	0.9644740977	0.8311549954	0.9481179062	0.3724137266
0.9335425873	0.0267994447	0.4195910215	0.3494528437	0.6634024202	0.7543074079	0.9139837020
0.2796189668	0.4582672883	0.0658087609	0.1974242666	0.9519737763	0.1226801508	0.8584671114
0.8340117010	0.2792358604	0.7454879421	0.3186960869	0.8548191720	0.4591955630	0.8040183835
0.3957241109	0.8439055930	0.6587461599	0.3082980767	0.7975294155	0.0665546826	0.9262853556
0.0714699364	0.6923900848	0.7845279790	0.2821941030	0.7235873094	0.5744321551	0.8124828697
0.9906010266	0.6200644869	0.2229841210	0.5123724456	0.3719210990	0.9906300059	0.7770737682
0.1746418677	0.3787216474	0.8177555162	0.3790970063	0.3012675259	0.9821775994	0.8352893948
0.7710667018	0.0008787057	0.4527400663	0.5344656430	0.4989272685	0.6322182737	0.7858976468
0.9818480101	0.1881284973	0.6556450336	0.0330104937	0.4009038805	0.1158464148	1.0482948985
0.6965808574	0.3246641090	0.8573102950	0.4656602371	0.2764953524	0.7578427731	0.7234688487
0.2926625469	0.5439346521	0.0485727764	0.8990769110	0.6068211880	0.0728668882	1.0351821811
0.8364289806	0.6666274315	0.1413063469	0.5206777693	0.6550094438	0.1873746176	0.6256497206
0.6929637969	0.5112811847	0.6201071009	0.9362965008	0.7478334454	0.1208684441	0.7253064325
0.6266516798	0.0960299954	0.1697830829	0.6548871510	0.3776181723	0.1538583673	0.7529633318
0.9820827570	0.1194234949	0.8905410806	0.6350971333	0.0415146994	0.0581249423	0.8998380481
0.7620968546	0.1588589519	0.3285401291	0.9280014951	0.4153222555	0.2925396896	0.8592586659
0.2430417832	0.1640536106	0.4888454733	0.1233611768	0.7805709346	0.0148508858	0.8521414763
0.8127967328	0.0283428420	0.3738250245	0.2641108679	0.3797226758	0.0934195788	0.8422437690
0.3794322120	0.2140815811	0.7700171577	0.7500349662	0.5647757093	0.5739480332	0.1668060270
0.8402139265	0.9307026156	0.5578421753	0.6343281209	0.9006230379	0.7742936481	0.1731976255
0.7101543437	0.5694883262	0.1471933246	0.4239444970	0.5275081401	0.2644622761	0.4069044931
0.7051258968	0.7834203255	0.7070099544	0.9097883422	0.7260699961	0.9457198446	0.3090228925
0.0652503407	0.5316863189	0.2678824762	0.8591138903	0.2651405569	0.9755063638	1.0352471620
0.4330549889	0.5123309415	0.1572793000	0.8354638690	0.4663849250	0.5547800252	0.6885003123
0.8987844159	0.8856723899	0.8399205512	0.4116182495	0.5524456463	0.1111968113	0.6150734275
0.3837810699	0.1890195223	0.0020668084	0.4679932034	0.3007228027	0.1919618143	0.5165737301
0.3277696390	0.3794374166	0.8752596512	0.1563360274	0.7328746698	0.4678611204	0.7679537210
0.1385633772	0.7303475926	0.8214605868	0.7036576410	0.2443282656	0.8929042337	0.8858537565
0.6720564842	0.7538172416	0.7970435865	0.2137711938	0.9796720279	0.5174664433	0.7486825148
0.3524812599	0.5807635441	0.6990991940	0.0459439566	0.0033231414	0.7229204992	0.9982709667
0.3280066076	0.2354373667	0.5033709604	0.5536149999	0.0447053650	0.2658848007	0.2449772860
0.4024355353	0.9964138713	0.3591702508	0.2760906443	0.7930780040	0.4778220755	0.6775682882
0.3447588799	0.2725533655	0.0982556009	0.2552434451	0.7111165910	0.2176772329	0.5228204469
0.6277560028	0.1427017458	0.8341166525	0.7379257929	0.0744839764	0.5730766968	0.7022286057
0.7109883852	0.0719238278	0.7054551965	0.4800511367	0.0262891702	0.5968818426	0.8858817621
0.6787552808	0.5083729154	0.5013160828	0.8256699938	0.5690916275	0.7101035285	0.3925811589
0.7854845238	0.4394389645	0.4494224927	0.6993147778	0.1976948522	0.2578113687	0.4310541483
0.1266484585	0.0660717498	0.0997220328	0.6240959462	0.5543790378	0.3921851610	0.5522177038
0.7698948862	0.6370911014	0.7056721361	0.9993933740	0.1188536220	0.2784170266	0.3596797060
0.5108099921	0.3512310371	0.0249116028	0.7516097465	0.8460054163	0.3266689263	0.9073400822
0.7857525066	0.0510348581	0.3528213556	0.7744519700	0.2870461447	0.8260426123	1.0040416277
0.9415925297	0.5452996410	0.7566441977	0.7072469061	0.0136831190	0.6931948864	0.7881778912
0.0799580589	0.2679152141	0.8682372209	0.4861752951	0.0276030720	0.9138816827	0.9832542820
0.6307328496	0.0535801912	0.0457113251	0.1346554060	0.4813916279	0.0466820147	0.7280032200
0.3128770531	0.4907739525	0.8767688372	0.5104421124	0.2713707947	0.0027316188	0.4878622582
0.4378317705	0.9511213462	0.8236987685	0.2906533198	0.2936083340	0.3670197993	0.7436349119
0.8306615278	0.1643648086	0.4136292873	0.6778153334	0.8860389764	0.6595164130	0.7517034367
0.3354158257	0.6263593077	0.2250932299	0.6733758980	0.2336211334	0.7704138161	0.7574640879
0.4718609482	0.8771798053	0.4214177634	0.6831013458	0.5892878185	0.8768993550	0.5616779051
0.9207802362	0.9138594807	0.8920886455	0.8485996466	0.7863908032	0.1295649568	0.6583003740
0.0563701447	0.7492559973	0.9022722903	0.1504638204	0.6040166892	0.0880354274	1.1452263718
0.9759028309	0.3445057274	0.6746579211	0.1678971837	0.4755133194	0.7710775610	0.8618741022
0.8097334285	0.4044264053	0.8372339798	0.1768910137	0.8252297332	0.9543906416	0.7854993037
0.3508805895	0.6476082448	0.8982386505	0.7375510113	0.5789600905	0.7173152915	0.3647053337
0.1701514584	0.6115876632	0.2769799953	0.2076293312	0.6475376386	0.6039344471	0.4489729122
0.4137731604	0.4288514532	0.1126379748	0.4816083796	0.0745513104	0.3819209477	0.4804608292
0.5018602608	0.3256800804	0.1815463999	0.4864068674	0.3567762736	0.8819232303	0.6322647285
0.1660547126	0.0821431454	0.2551069224	0.0685883551	0.4577273425	0.9760723703	0.5572359419
0.2828395140	0.6852521059	0.4755282833	0.7809571289	0.6898739334	0.8918700539	0.5440818932
0.8692983165	0.1725442044	0.8634526910	0.2673413498	0.9195644102	0.5659545408	0.9827792039
0.5768055712	0.7494278571	0.2782840379	0.1360506020	0.0328815021	0.4044066332	0.4336585372
0.3070558137	0.9666532499	0.6436337673	0.4826282851	0.7389103502	0.4649429144	0.7321541498
0.3582700554	0.9591499634	0.6791406678	0.3485514647	0.0265352072	0.5305939309	0.8511292980
0.4209161028	0.7660666946	0.3870228926	0.9713914706	0.2013060689	0.0352970991	0.6986948862
0.2403869631	0.6708306128	0.0942567470	0.1951469269	0.1580767632	0.4636768979	0.5374495384
0.5904384287	0.3874021644	0.4658762195	0.9650162029	0.5856143952	0.0841682098	0.7360792923
0.0020559906	0.5999622494	0.0083328872	0.8162113182	0.5567756526	0.2684172284	1.0456146682
0.1322258335	0.5326567409	0.9598751174	0.7874374875	0.4012111627	0.7667657204	0.5689549917
0.1101893304	0.5766167689	0.2969772527	0.4960201518	0.4892944100	0.3321263877	0.5309184667
0.8033816214	0.9451030398	0.7758353975	0.1539427206	0.2377632398	0.0139148979	0.6759759923
0.0957093944	0.2986252700	0.2107514842	0.0220485899	0.4428917307	0.9221374395	0.5535883708
0.5642622510	0.8251603087	0.5670169477	0.3987158001	0.9840863313	0.3348684653	0.7196366516
0.9405995918	0.3057188054	0.3521707280	0.7634625343	0.5781897927	0.4444447691	0.7681941774
0.4625131701	0.5478299781	0.9766986279	0.4629215240	0.2099578600	0.0381786584	0.5484103976
0.4738646418	0.9732082552	0.6538872207	0.1276921963	0.7691931668	0.5823932781	0.7490790655
0.8210177592	0.2729505223	0.7810288076	0.9958229929	0.1800158128	0.6684929120	0.7649340590
0.4300484860	0.3663510308	0.6962022781	0.6194427812	0.0058321436	0.5880130154	0.5906639939
0.4326760793	0.8742533628	0.0615156660	0.1530844006	0.3356084402	0.0070309563	0.5579771441
0.6171118187	0.3486488790	0.9915517210	0.0261571856	0.5055894799	0.7633178177	1.0346414138
0.0834813155	0.1836229504	0.5622938053	0.2162965726	0.3261050756	0.3265943852	0.3601981004
0.1707824013	0.6190277087	0.6376298424	0.1041674550	0.5029449210	0.0370260695	0.8382042416
0.7943413541	0.3862269925	0.2751278921	0.6579811464	0.6208535030	0.5428468413	0.5649946776
0.0914420373	0.8139115001	0.8918292656	0.3359068343	0.9530714424	0.8202932141	0.9212176357
0.6206294642	0.5145817997	0.4547413699	0.6287627668	0.1336879919	0.9650079589	0.8559336665
0.8143995255	0.3762227620	0.0356491415	0.2813907926	0.0753599782	0.4618342832	0.6338376950
0.8246761013	0.1634958371	0.8902777811	0.9977061284	0.2816494573	0.0772201670	0.7003510022
0.1954900015	0.0308159606	0.0292627649	0.3047387827	0.3398913283	0.7355748921	0.5094801848
0.5581322897	0.8284666813	0.2121815483	0.5622599431	0.6755784509	0.8127533435	0.4630901824
0.0282291622	0.3268765509	0.9483294517	0.1052564843	0.7653339687	0.4515446659	0.9478533736
0.7606249937	0.6996488153	0.2554494605	0.9334392312	0.3095201492	0.6248592216	0.7502179378
0.9382583407	0.4907622866	0.8185989621	0.6155356533	0.9196014852	0.3183622201	0.7765153442
0.0037110075	0.2284825491	0.1801147662	0.0322569559	0.8439217795	0.7312232160	0.2916935792
0.1353444276	0.8505872738	0.2445432957	0.8567029077	0.7775905749	0.2566520715	1.0759594062
0.4866014596	0.3086578461	0.6519333235	0.9853201297	0.7392153302	0.1146476800	0.7299968779
0.8413925374	0.2217848292	0.8311510559	0.8354493914	0.9439601533	0.4576504853	0.7876733339
0.9698353278	0.2710922549	0.2361754062	0.6633420333	0.8079428021	0.0972906691	1.0843152970
0.4430319898	0.9734063259	0.7780701088	0.4106298764	0.0093445389	0.5217941354	0.8239622866
0.1526288521	0.6293405727	0.7668586404	0.0465197774	0.7646115536	0.8802842109	0.8715057692
0.8007112943	0.9506434079	0.5965056273	0.9731024185	0.2127580719	0.9978861836	0.8835897994
0.3856113545	0.6609838028	0.8594341967	0.2710333899	0.6101429315	0.9469717564	0.7317780757
0.0340126617	0.6672884729	0.0186364929	0.8403711991	0.6351840150	0.0097287757	1.2113960693
0.0058872067	0.0483917081	0.9795568141	0.8595512058	0.3322594999	0.9757456236	0.6559591223
0.6673511453	0.9220142420	0.9200544421	0.3937724800	0.1786258737	0.2166480621	0.5858939182
0.5840092343	0.3000387572	0.5031045014	0.7050915427	0.7750277252	0.9175846034	0.3765109032
0.7932346173	0.1895600593	0.4685565204	0.8116122680	0.9149858950	0.3546635227	0.8922283222
0.6853235507	0.5913314726	0.5619241066	0.2770031062	0.4784551958	0.8424435347	0.4717011746
0.6627805621	0.1091070082	0.6195847883	0.0799696865	0.1783404875	0.1233164703	0.7750912881
0.0901170762	0.7242312615	0.1547238075	0.3977864876	0.5928101807	0.8067935792	0.7120176693
0.5707609333	0.9270868509	0.5743903880	0.6836868420	0.1076790730	0.3751279489	0.4587404229
0.8327808707	0.2906335540	0.4423371925	0.8929228060	0.3041330357	0.7771362556	0.8489305944
0.2784123986	0.6817688155	0.0133910040	0.3587734791	0.5033231753	0.0828381359	0.6773426913
0.8486573805	0.6160232539	0.6920136220	0.0074102077	0.2957536066	0.7782361470	0.8692467276
0.0334086646	0.4781637065	0.9303771437	0.6542502727	0.3549342753	0.0076189876	0.6282364247
0.3613396087	0.6386598069	0.5384996158	0.8118724434	0.3797632225	0.0958422368	0.4819235638
0.8730218406	0.9295065067	0.8906422590	0.3158274232	0.9461293610	0.4482171259	0.7625740664
0.9070956198	0.8094140278	0.7083223308	0.7103806537	0.8864191893	0.8423748202	0.1071719952
0.8385701573	0.4495913595	0.1418270837	0.9972407386	0.2286118859	0.8250091637	1.1129810148
0.9115600930	0.4001103948	0.9655583988	0.4651343518	0.4123835489	0.0885748475	0.7854025056
0.6803361479	0.1784676858	0.2683589898	0.8575001378	0.3499422064	0.3715858353	0.7742271580
0.0796177017	0.0892801615	0.7932208714	0.1068857850	0.5461807647	0.8355573005	0.7449080436
0.1071668064	0.9871260295	0.0466266565	0.5399411410	0.1335442682	0.5916718207	1.1079567993
0.3373600175	0.1263257661	0.8290058514	0.3488463479	0.1235385055	0.6414657522	0.7371141274
0.6228299088	0.9591610406	0.1391495684	0.7107143905	0.9985951980	0.2322290904	1.0134702694
0.7098532405	0.9816929304	0.6240137160	0.0437757892	0.8341443827	0.7658773328	0.6443859548
0.6177696000	0.4543048103	0.3680541949	0.9960328748	0.1734201981	0.6126899606	0.7836044181
0.3145244426	0.1453029928	0.5738821135	0.8108081794	0.1949983688	0.0943772682	0.3080494533
0.2282821923	0.4822419568	0.4461933774	0.8477798293	0.6369117793	0.7245364769	0.4831618031
0.5190050068	0.1448133883	0.6542851724	0.3108860721	0.7718000201	0.9753467965	0.5471504360
0.9878485170	0.8189759116	0.9466577045	0.3365543355	0.2259590973	0.6335261279	0.7528977103
0.3681825750	0.4912533627	0.5696052138	0.0019594008	0.8725805477	0.2518077412	0.8501335572
0.9466108249	0.0863995829	0.4780354979	0.7862385211	0.5344522607	0.8244834482	0.9586816855
0.2761626893	0.0334451429	0.4890513154	0.0224820156	0.1280689796	0.0854491495	0.5276506125
0.4908430144	0.8063168939	0.0877320041	0.5334764181	0.6910182691	0.0044169560	0.8772874183
0.7664452944	0.9632960605	0.1195936523	0.3727153364	0.4147548339	0.7393684654	0.4562837065
0.5319256294	0.7436943115	0.0988401669	0.7218033329	0.4379121485	0.5631146729	0.6697796302
0.6754924336	0.7391409855	0.7657424329	0.6860384254	0.6729742585	0.0547272184	0.6266045560
0.0643787979	0.8829667165	0.0756547583	0.1384333203	0.3735183874	0.2904018128	0.8251882775
0.4764962457	0.9267535924	0.3217455918	0.7297932018	0.0910254171	0.5002851548	0.7326172692
0.6350454310	0.3497866620	0.0263428587	0.4396583720	0.5310479572	0.3963024804	0.5199602123
0.2908421461	0.7502479285	0.4569950330	0.5507959133	0.0131460607	0.2642044776	0.5318670950
0.5157623940	0.6913155695	0.5171416163	0.1876036280	0.8823275154	0.7786578580	0.3875069044
0.2143422142	0.7595605747	0.6423063330	0.4001503212	0.5414333769	0.4157001047	0.6096814335
0.2010739734	0.2928602328	0.6436198250	0.9680724121	0.1946749245	0.2985918722	0.3528355576
0.8256598753	0.5106864260	0.6052116668	0.9033293972	0.9447132082	0.6211769766	0.5410712966
0.8959737875	0.6272631651	0.0446050023	0.2329247493	0.9792759054	0.5757347368	0.5201107579
0.5329363909	0.2484611597	0.8082646469	0.2782855952	0.5532031693	0.3063563092	0.6501825319
0.9862457122	0.3706696121	0.0770878640	0.1959733743	0.1746486356	0.9399504888	0.9893202849
0.0755950595	0.2162625190	0.9004147109	0.4630037921	0.7308134681	0.2251246714	0.6832545683
0.2814957465	0.7530737086	0.4050597421	0.5466786878	0.4686727405	0.2543209960	0.5370180356
0.2514144751	0.5026318266	0.3636608638	0.3467423186	0.2135026487	0.3500952205	0.2864505638
0.2568151571	0.0522405455	0.5804827723	0.6585858531	0.8692209043	0.4144332221	0.5047600409
0.0177984380	0.0027655829	0.8707657272	0.3153292892	0.4661154256	0.8743328686	0.6894759634
0.4599579879	0.1759453484	0.9122185551	0.5201839840	0.0897911027	0.3747854520	0.5617615717
0.7525562300	0.7160726852	0.6733631651	0.5232781789	0.9264347134	0.9024696133	0.1563038008
0.1882842406	0.6956184908	0.5441272535	0.2412742163	0.6532067092	0.9513606097	0.6618185189
0.6501694231	0.7336696976	0.8829701037	0.5980860800	0.0006443026	0.9683850581	1.0122516350
0.6618886159	0.1385017580	0.0805049106	0.6039118561	0.0438427691	0.2566884894	0.7701895444
0.8723664250	0.0293433243	0.9301033612	0.5156763549	0.7417787823	0.9987506174	0.9738953825
0.5194366473	0.1541227445	0.8070011465	0.6755656747	0.5800698456	0.0609162641	0.6482668987
0.8275780839	0.6802589579	0.4856234961	0.9630786391	0.3993288718	0.6609539644	0.5640159816
0.3652490451	0.3787062455	0.1365167924	0.9410212580	0.0532459759	0.7428879710	1.0597238379
0.3798869685	0.6319925926	0.4696568102	0.1560775109	0.7102162088	0.9410240359	0.4638550158
0.9619918212	0.2615088984	0.4160801152	0.9258953764	0.3610141383	0.8368452301	0.9884346987
0.2873115044	0.8973968069	0.6582910499	0.7238742257	0.5308347325	0.9307011819	0.7323922491
0.6361140321	0.2954844494	0.9120639303	0.2380955802	0.4538617394	0.9826236364	0.9218736320
0.1496927579	0.0170061131	0.4808110203	0.4303226383	0.6356434732	0.5486672268	0.1664923117
0.9353077059	0.5301018498	0.5345195034	0.4196352552	0.4890160400	0.8019298259	0.5246953531
0.6929580545	0.6612040518	0.6034337734	0.3741489761	0.8750663990	0.0628285675	0.8445768940
0.4482377161	0.3457020041	0.1319407565	0.6567873545	0.0448211236	0.4725634420	0.6847926801
0.6957028323	0.3203956924	0.9414804788	0.0887206913	0.6855347915	0.2561771969	1.0258667791
0.1197551424	0.3526222226	0.4687940417	0.8623470251	0.5147872885	0.8789883429	0.5845968148
0.5570593575	0.8482263064	0.6066491749	0.5559975214	0.7759091108	0.0152397575	0.8160647323
0.1013893320	0.8087680664	0.7988476135	0.3293088528	0.2716299845	0.9849211505	1.1088893583
0.6506763997	0.6355268831	0.5332863012	0.8190120944	0.8769705159	0.7127847230	0.3298874222
0.4746427513	0.3273887514	0.5682346610	0.4443356091	0.1490413788	0.5250591912	0.4224027826
0.0672435904	0.4945741129	0.9897281723	0.1894546516	0.8028308404	0.4322963326	0.9799718898
0.5541198478	0.6170490833	0.2185820387	0.6757905648	0.8482588916	0.8612994595	0.4617031313
0.0155724991	0.2623567266	0.5973665835	0.0690572465	0.5098987760	0.7806949196	0.6429181611
0.7745715783	0.8036959901	0.6879328862	0.1944865847	0.1285496904	0.8157841090	0.8465392076
0.0459935909	0.4031201157	0.2495571917	0.0727868736	0.8570373792	0.0106107136	0.9355347136
0.0912099735	0.6911997175	0.2111383505	0.5952375453	0.5856871443	0.9767269742	0.8126696949
0.6633987527	0.4550314838	0.8970304595	0.4709050395	0.9430622720	0.8741904185	0.4793152663
0.4924197672	0.1257000530	0.8893782666	0.6522654648	0.9560509544	0.0826641331	0.9764785554
0.6519816341	0.2897585240	0.5986284233	0.5432214425	0.3821234560	0.4171595193	0.3681073767
0.6151620136	0.1975978153	0.8499569802	0.0378175916	0.8532696659	0.8443022854	0.9132418410
0.2067899165	0.8748004264	0.5778230864	0.5617115595	0.8407450599	0.0316926964	1.0493156578
0.0663137238	0.1473425587	0.6308482744	0.9642759108	0.4603798679	0.1426986121	0.4676120626
0.0283126371	0.8282861864	0.2154935536	0.7664805380	0.8103622784	0.5670118586	1.0013809282
0.6361531992	0.1969744589	0.8205671584	0.3873044421	0.8663749075	0.9882134970	0.6288395575
0.9677932165	0.5225731818	0.6004547047	0.1298318216	0.8500644156	0.1731731777	0.9369570562
0.2122705593	0.5527068669	0.5137805439	0.9873986177	0.6618727010	0.7606554646	0.5915817727
0.9073137698	0.8887670961	0.6314841515	0.1800241728	0.6666894645	0.3390326567	0.5581389389
0.7234082666	0.5128806478	0.8220751436	0.7123056206	0.5880260726	0.6361649395	0.2422572536
0.7748897518	0.8619798202	0.7250558125	0.6766900526	0.8996654466	0.7602971017	0.1713110105
0.3653004613	0.1516544610	0.1649552052	0.8109244758	0.2067656156	0.6091418182	0.7904603219
0.9614515400	0.6432853481	0.0281871042	0.6549839323	0.7300455394	0.3149070264	0.8163601990
0.0391529762	0.5410245893	0.7989165272	0.4931261357	0.3495662083	0.5190172513	0.6116343152
0.6919181179	0.6629777754	0.2054963875	0.7009857641	0.4327805932	0.4734996051	0.4980013089
0.5960077317	0.5615100099	0.3006073307	0.4669486166	0.7851125277	0.2212310675	0.5889157982
0.4940028809	0.1965854873	0.5946648214	0.0501771000	0.0646553948	0.5756725055	0.8037801143
0.2737106757	0.9975198254	0.3456505579	0.5726490736	0.3138235012	0.4707210355	0.7746256177
0.0044406978	0.7963723902	0.6954618346	0.6407407677	0.1248665473	0.5966854492	0.9234518270
0.8640063759	0.2292148821	0.6088658536	0.0083072440	0.1221386503	0.8855741956	1.1603726626
0.7842323473	0.7415700230	0.9296401428	0.0295266378	0.5178935364	0.9291663275	0.9905401075
0.5274837995	0.3974020623	0.5034046359	0.5969176856	0.8634966415	0.9126268236	0.1675700559
0.8393895368	0.4924856917	0.1783360029	0.0929079210	0.3912208195	0.9077056543	0.6280102065
0.1377058852	0.1697453680	0.6938150557	0.1069102301	0.3365826315	0.9803224937	0.8717137218
0.3218548668	0.1170208497	0.4396579332	0.2094075362	0.1149794599	0.7701896202	0.7240666917
0.3277445099	0.4455876171	0.6455758760	0.0715007220	0.9753261570	0.3776840416	0.8370336783
0.8514007495	0.9796061148	0.3104270904	0.1273710400	0.0112977378	0.6834844652	0.7083651105
0.2882608125	0.7367839012	0.7574111239	0.8479019799	0.4004627498	0.2308605385	0.4879820347
0.5056548977	0.5933373706	0.0957288953	0.8223881992	0.6940199779	0.6113288887	0.7365865708
0.9911012756	0.7846207634	0.3441517353	0.3437822264	0.0894322769	0.7089396632	0.6530112864
0.6986367102	0.3309417365	0.5210564920	0.2009486006	0.4525717622	0.3729262691	0.4939757690
0.3059524823	0.1042728811	0.5430515675	0.4745931728	0.5984983720	0.3532117520	0.3248487945
0.2430988049	0.8644343519	0.1788859984	0.1921461467	0.9521977611	0.7130834065	0.6658899069
0.4063025092	0.2395000962	0.9505919076	0.3609990820	0.6178315504	0.3642911476	0.6631179992
0.0528015032	0.3007116726	0.1108044570	0.2826488904	0.9906229347	0.9178830943	0.3102918719
0.2808586402	0.2491328968	0.1560192942	0.6601789341	0.1616965657	0.6788948748	0.7229644225
0.4015988077	0.3091326878	0.3415235483	0.2894914792	0.1156396650	0.0340514970	0.1338430001
0.6547672364	0.4213579602	0.0865070557	0.7512603932	0.8512482099	0.4606214929	0.8055843357
0.3441105473	0.8881634966	0.5242812954	0.3559044009	0.0077021590	0.8895947812	1.0497994985
0.2873195238	0.1088176398	0.6339152656	0.8921416794	0.0496504202	0.3734163697	0.4509636276
0.0380934825	0.5305672392	0.9995532335	0.3624253562	0.7107240398	0.6087952637	0.8116968699
0.6398897192	0.1413812810	0.8837529363	0.7322534091	0.2461190948	0.6687343371	0.6708698925
0.3072204103	0.8833019859	0.8081138150	0.6222316185	0.0941957824	0.5266397323	0.7439287214
0.1260768848	0.5364412266	0.9968415267	0.2178838149	0.7865341585	0.8831495253	0.8857248664
0.6302440005	0.8485407550	0.7076023776	0.6614652824	0.8944844897	0.7967084705	0.2436026570
0.8719829446	0.2478018239	0.2725284491	0.5204262272	0.8605523806	0.3312025690	0.8551412766
0.9762032339	0.9320871988	0.7114114455	0.6588958045	0.7278391982	0.7594958244	0.0755397848
0.4753830261	0.0905958064	0.4548299310	0.3814361258	0.8454898817	0.0152575246	0.9180052406
0.2179184715	0.4010343685	0.4202073928	0.3917821640	0.8147981046	0.7743761960	0.1896664337
0.0455339104	0.1314856980	0.6063404282	0.9517328623	0.2176449629	0.3926290325	0.3966145080
0.0776926283	0.5428236246	0.6185343089	0.9761938165	0.9103745912	0.2616966858	0.8746714766
0.5169759225	0.3154677352	0.1375958757	0.6768735447	0.6014828345	0.6243216236	0.5761489080
0.3344723622	0.7833998221	0.8197272744	0.0187873353	0.8030836392	0.5404789698	0.9549878862
0.7573517475	0.3429148396	0.4860152898	0.6459747508	0.4102064861	0.2825760958	0.4622061189
0.2427175288	0.5030782715	0.2705825313	0.2923281643	0.7532473709	0.0208304669	0.7776214439
0.1335562159	0.5658695619	0.9321649532	0.5744884357	0.9218103907	0.4636405103	0.7243942018
0.0069345050	0.4340640560	0.6866113145	0.8318659899	0.3444859059	0.6079120586	0.5224288582
0.7371833196	0.9046578709	0.8880846083	0.8332641730	0.0139552849	0.4502810125	0.4705668348
0.0595918079	0.0537571683	0.4056465386	0.0682077299	0.2886663565	0.0558703312	0.4099914414
0.5175763793	0.1575530829	0.6380258540	0.4670532281	0.3141203082	0.4455036238	0.4196546060
0.1387658650	0.6109525014	0.3624920679	0.2429093922	0.2790014980	0.7544936076	0.6807003615
0.8617090126	0.3323163803	0.0758000678	0.8701888117	0.6542406839	0.5699228523	0.9583420748
0.5863147927	0.1646825892	0.4053466290	0.1944641236	0.9499206585	0.2612532301	0.8345705320
0.4202835165	0.4983830509	0.5515499838	0.6359788822	0.0475361576	0.2459054819	0.2292992913
