x y z
-0.80 -2.40 -2.6959737847033294e-001
-0.80 -2.00 -8.9583738650464276e-002
-0.80 -1.60 1.3406400920712816e-001
-0.80 -1.20 3.7010476118571206e-001
-0.80 -0.80 5.7945777649702390e-001
-0.80 -0.40 7.2386993442876779e-001
-0.80 0.00 7.7541773096477418e-001
-0.80 0.40 7.2386993442876779e-001
-0.80 0.80 5.7945777649702346e-001
-0.80 1.20 3.7010476118571178e-001
-0.80 1.60 1.3406400920712758e-001
-0.80 2.00 -8.9583738650464276e-002
-0.80 2.40 -2.6959737847033305e-001
-0.80 2.80 -3.8803050756966451e-001
-0.80 3.20 -4.4145653636011611e-001
-0.80 3.60 -4.3844045772656309e-001
-0.80 4.00 -3.9477947054752044e-001
-0.40 -4.00 -4.0327261384356999e-001
-0.40 -3.60 -4.4227449642323352e-001
-0.40 -3.20 -4.3605086885442018e-001
-0.40 -2.80 -3.6787944117144228e-001
-0.40 -2.40 -2.2901467945009649e-001
-0.40 -2.00 -2.3780821918807791e-002
-0.40 -1.60 2.2776650328403533e-001
-0.40 -1.20 4.9123845184678921e-001
-0.40 -0.80 7.2386993442876779e-001
-0.40 -0.40 8.8392628402013729e-001
-0.40 0.00 9.4099072637448511e-001
-0.40 0.40 8.8392628402013729e-001
-0.40 0.80 7.2386993442876735e-001
-0.40 1.20 4.9123845184678899e-001
-0.40 1.60 2.2776650328403469e-001
-0.40 2.00 -2.3780821918807791e-002
-0.40 2.40 -2.2901467945009665e-001
-0.40 2.80 -3.6787944117144256e-001
-0.40 3.20 -4.3605086885442018e-001
-0.40 3.60 -4.4227449642323347e-001
-0.40 4.00 -4.0327261384356999e-001
0.00 -4.00 -4.0600584970983811e-001
0.00 -3.60 -4.4329308594729688e-001
0.00 -3.20 -4.3373818870698289e-001
0.00 -2.80 -3.6029865489734347e-001
0.00 -2.40 -2.1417099262238751e-001
0.00 -2.00 0.0000000000000000e+000
0.00 -1.60 2.6141365334652900e-001
0.00 -1.20 5.3457293530321426e-001
0.00 -0.80 7.7541773096477418e-001
0.00 -0.40 9.4099072637448511e-001
0.00 0.00 1.0000000000000000e+000
0.00 0.40 9.4099072637448500e-001
0.00 0.80 7.7541773096477373e-001
0.00 1.20 5.3457293530321404e-001
0.00 1.60 2.6141365334652833e-001
0.00 2.00 0.0000000000000000e+000
0.00 2.40 -2.1417099262238767e-001
0.00 2.80 -3.6029865489734381e-001
0.00 3.20 -4.3373818870698289e-001
0.00 3.60 -4.4329308594729688e-001
0.00 4.00 -4.0600584970983811e-001
0.40 -4.00 -4.0327261384356999e-001
0.40 -3.60 -4.4227449642323352e-001
0.40 -3.20 -4.3605086885442018e-001
0.40 -2.80 -3.6787944117144228e-001
0.40 -2.40 -2.2901467945009649e-001
0.40 -2.00 -2.3780821918807791e-002
0.40 -1.60 2.2776650328403533e-001
0.40 -1.20 4.9123845184678921e-001
0.40 -0.80 7.2386993442876779e-001
0.40 -0.40 8.8392628402013729e-001
0.40 0.00 9.4099072637448500e-001
0.40 0.40 8.8392628402013729e-001
0.40 0.80 7.2386993442876724e-001
0.40 1.20 4.9123845184678894e-001
0.40 1.60 2.2776650328403469e-001
0.40 2.00 -2.3780821918807791e-002
0.40 2.40 -2.2901467945009665e-001
0.40 2.80 -3.6787944117144250e-001
0.40 3.20 -4.3605086885442018e-001
0.40 3.60 -4.4227449642323347e-001
0.40 4.00 -4.0327261384356999e-001
0.80 -4.00 -3.9477947054752044e-001
0.80 -3.60 -4.3844045772656320e-001
0.80 -3.20 -4.4145653636011617e-001
0.80 -2.80 -3.8803050756966440e-001
0.80 -2.40 -2.6959737847033299e-001
0.80 -2.00 -8.9583738650464456e-002
0.80 -1.60 1.3406400920712791e-001
0.80 -1.20 3.7010476118571173e-001
0.80 -0.80 5.7945777649702346e-001
0.80 -0.40 7.2386993442876746e-001
0.80 0.00 7.7541773096477373e-001
0.80 0.40 7.2386993442876724e-001
0.80 0.80 5.7945777649702312e-001
0.80 1.20 3.7010476118571145e-001
0.80 1.60 1.3406400920712735e-001
0.80 2.00 -8.9583738650464456e-002
0.80 2.40 -2.6959737847033316e-001
0.80 2.80 -3.8803050756966456e-001
0.80 3.20 -4.4145653636011617e-001
0.80 3.60 -4.3844045772656309e-001
0.80 4.00 -3.9477947054752044e-001
1.20 -4.00 -3.7981954295191150e-001
1.20 -3.60 -4.2977710937612501e-001
1.20 -3.20 -4.4589364748113686e-001
1.20 -2.80 -4.1380175876503900e-001
1.20 -2.40 -3.2525572779247930e-001
1.20 -2.00 -1.8238211725161230e-001
1.20 -1.60 1.3467686071081032e-016
1.20 -1.20 1.9534937129988875e-001
1.20 -0.80 3.7010476118571178e-001
1.20 -0.40 4.9123845184678899e-001
1.20 0.00 5.3457293530321404e-001
1.20 0.40 4.9123845184678894e-001
1.20 0.80 3.7010476118571145e-001
1.20 1.20 1.9534937129988855e-001
1.20 1.60 -3.3669215177702566e-016
1.20 2.00 -1.8238211725161230e-001
1.20 2.40 -3.2525572779247941e-001
1.20 2.80 -4.1380175876503911e-001
1.20 3.20 -4.4589364748113686e-001
1.20 3.60 -4.2977710937612496e-001
1.20 4.00 -3.7981954295191150e-001
1.60 -4.00 -3.5771585159987590e-001
1.60 -3.60 -4.1386737535978441e-001
1.60 -3.20 -4.4417233958824187e-001
1.60 -2.80 -4.3605086885442018e-001
1.60 -2.40 -3.8173105651548261e-001
1.60 -2.00 -2.8187625888383966e-001
1.60 -1.60 -1.4764187873205367e-001
1.60 -1.20 -1.6834607588851283e-016
1.60 -0.80 1.3406400920712758e-001
1.60 -0.40 2.2776650328403475e-001
1.60 0.00 2.6141365334652833e-001
1.60 0.40 2.2776650328403467e-001
1.60 0.80 1.3406400920712733e-001
1.60 1.20 -3.3669215177702566e-016
1.60 1.60 -1.4764187873205400e-001
1.60 2.00 -2.8187625888383966e-001
1.60 2.40 -3.8173105651548273e-001
1.60 2.80 -4.3605086885442029e-001
1.60 3.20 -4.4417233958824187e-001
1.60 3.60 -4.1386737535978430e-001
1.60 4.00 -3.5771585159987590e-001
2.00 -4.00 -3.2833999449559520e-001
2.00 -3.60 -3.8890247637711983e-001
2.00 -3.20 -4.3171365700760450e-001
2.00 -2.80 -4.4616986923227292e-001
2.00 -2.40 -4.2513144037058043e-001
2.00 -2.00 -3.6787944117144233e-001
2.00 -1.60 -2.8187625888383944e-001
2.00 -1.20 -1.8238211725161219e-001
2.00 -0.80 -8.9583738650464276e-002
2.00 -0.40 -2.3780821918807760e-002
2.00 0.00 0.0000000000000000e+000
2.00 0.40 -2.3780821918807812e-002
2.00 0.80 -8.9583738650464470e-002
2.00 1.20 -1.8238211725161230e-001
2.00 1.60 -2.8187625888383966e-001
2.00 2.00 -3.6787944117144233e-001
2.00 2.40 -4.2513144037058048e-001
2.00 2.80 -4.4616986923227303e-001
2.00 3.20 -4.3171365700760450e-001
2.00 3.60 -3.8890247637711972e-001
2.00 4.00 -3.2833999449559520e-001
2.40 -4.00 -2.9248390965322912e-001
2.40 -3.60 -3.5448570868821427e-001
2.40 -3.20 -4.0600584970983800e-001
2.40 -2.80 -4.3844045772656320e-001
2.40 -2.40 -4.4542418632238889e-001
2.40 -2.00 -4.2513144037058048e-001
2.40 -1.60 -3.8173105651548261e-001
2.40 -1.20 -3.2525572779247935e-001
2.40 -0.80 -2.6959737847033305e-001
2.40 -0.40 -2.2901467945009663e-001
2.40 0.00 -2.1417099262238767e-001
2.40 0.40 -2.2901467945009668e-001
2.40 0.80 -2.6959737847033316e-001
2.40 1.20 -3.2525572779247941e-001
2.40 1.60 -3.8173105651548273e-001
2.40 2.00 -4.2513144037058048e-001
2.40 2.40 -4.4542418632238889e-001
2.40 2.80 -4.3844045772656309e-001
2.40 3.20 -4.0600584970983800e-001
2.40 3.60 -3.5448570868821422e-001
2.40 4.00 -2.9248390965322912e-001
2.80 -4.00 -2.5193245596989650e-001
2.80 -3.60 -3.1194902850020217e-001
2.80 -3.20 -3.6731370633677274e-001
2.80 -2.80 -4.1130658908945134e-001
2.80 -2.40 -4.3844045772656309e-001
2.80 -2.00 -4.4616986923227303e-001
2.80 -1.60 -4.3605086885442029e-001
2.80 -1.20 -4.1380175876503911e-001
2.80 -0.80 -3.8803050756966451e-001
2.80 -0.40 -3.6787944117144256e-001
2.80 0.00 -3.6029865489734381e-001
2.80 0.40 -3.6787944117144250e-001
2.80 0.80 -3.8803050756966456e-001
2.80 1.20 -4.1380175876503911e-001
2.80 1.60 -4.3605086885442029e-001
2.80 2.00 -4.4616986923227303e-001
2.80 2.40 -4.3844045772656309e-001
2.80 2.80 -4.1130658908945122e-001
2.80 3.20 -3.6731370633677274e-001
2.80 3.60 -3.1194902850020212e-001
2.80 4.00 -2.5193245596989650e-001
3.20 -4.00 -2.0921310784789968e-001
3.20 -3.60 -2.6411145627075466e-001
3.20 -3.20 -3.1849553062639491e-001
3.20 -2.80 -3.6731370633677285e-001
3.20 -2.40 -4.0600584970983816e-001
3.20 -2.00 -4.3171365700760450e-001
3.20 -1.60 -4.4417233958824187e-001
3.20 -1.20 -4.4589364748113691e-001
3.20 -0.80 -4.4145653636011611e-001
3.20 -0.40 -4.3605086885442018e-001
3.20 0.00 -4.3373818870698289e-001
3.20 0.40 -4.3605086885442018e-001
3.20 0.80 -4.4145653636011623e-001
3.20 1.20 -4.4589364748113686e-001
3.20 1.60 -4.4417233958824187e-001
3.20 2.00 -4.3171365700760450e-001
3.20 2.40 -4.0600584970983800e-001
3.20 2.80 -3.6731370633677274e-001
3.20 3.20 -3.1849553062639491e-001
3.20 3.60 -2.6411145627075455e-001
3.20 4.00 -2.0921310784789968e-001
3.60 -4.00 -1.6712390131406218e-001
3.60 -3.60 -2.1461814514244906e-001
3.60 -3.20 -2.6411145627075455e-001
3.60 -2.80 -3.1194902850020217e-001
3.60 -2.40 -3.5448570868821416e-001
3.60 -2.00 -3.8890247637711972e-001
3.60 -1.60 -4.1386737535978441e-001
3.60 -1.20 -4.2977710937612496e-001
3.60 -0.80 -4.3844045772656309e-001
3.60 -0.40 -4.4227449642323347e-001
3.60 0.00 -4.4329308594729688e-001
3.60 0.40 -4.4227449642323347e-001
3.60 0.80 -4.3844045772656309e-001
3.60 1.20 -4.2977710937612496e-001
3.60 1.60 -4.1386737535978430e-001
3.60 2.00 -3.8890247637711972e-001
3.60 2.40 -3.5448570868821422e-001
3.60 2.80 -3.1194902850020212e-001
3.60 3.20 -2.6411145627075455e-001
3.60 3.60 -2.1461814514244901e-001
3.60 4.00 -1.6712390131406218e-001
4.00 -4.00 -1.2820947222113926e-001
4.00 -3.60 -1.6712390131406221e-001
4.00 -3.20 -2.0921310784789968e-001
4.00 -2.80 -2.5193245596989655e-001
4.00 -2.40 -2.9248390965322918e-001
4.00 -2.00 -3.2833999449559520e-001
4.00 -1.60 -3.5771585159987601e-001
4.00 -1.20 -3.7981954295191162e-001
4.00 -0.80 -3.9477947054752044e-001
4.00 -0.40 -4.0327261384356999e-001
4.00 0.00 -4.0600584970983811e-001
4.00 0.40 -4.0327261384356999e-001
4.00 0.80 -3.9477947054752044e-001
4.00 1.20 -3.7981954295191150e-001
4.00 1.60 -3.5771585159987590e-001
4.00 2.00 -3.2833999449559520e-001
4.00 2.40 -2.9248390965322912e-001
4.00 2.80 -2.5193245596989650e-001
4.00 3.20 -2.0921310784789968e-001
4.00 3.60 -1.6712390131406218e-001
4.00 4.00 -1.2820947222113926e-001
